* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
335.088, 51.649, -16.716
335.454, 51.644, -16.704
335.821, 51.640, -16.692
336.187, 51.635, -16.680
336.553, 51.630, -16.668
336.919, 51.625, -16.656
337.285, 51.620, -16.644
337.652, 51.616, -16.632
338.018, 51.611, -16.620
338.384, 51.606, -16.608
338.750, 51.601, -16.596
339.116, 51.596, -16.584
339.483, 51.592, -16.572
339.849, 51.587, -16.560
340.215, 51.582, -16.548
340.581, 51.577, -16.536
340.948, 51.573, -16.524
341.314, 51.568, -16.511
341.680, 51.563, -16.499
342.046, 51.558, -16.487
342.412, 51.554, -16.475
342.779, 51.549, -16.463
343.145, 51.544, -16.451
343.511, 51.539, -16.438
343.877, 51.535, -16.426
344.244, 51.530, -16.414
344.610, 51.525, -16.402
344.976, 51.521, -16.389
345.342, 51.516, -16.377
345.708, 51.511, -16.365
346.075, 51.507, -16.352
346.441, 51.502, -16.340
346.807, 51.497, -16.327
347.173, 51.493, -16.315
347.539, 51.488, -16.302
347.906, 51.483, -16.290
348.272, 51.479, -16.277
348.638, 51.474, -16.265
349.004, 51.470, -16.252
349.371, 51.465, -16.240
349.737, 51.460, -16.227
350.103, 51.456, -16.214
350.469, 51.451, -16.201
350.835, 51.447, -16.189
351.202, 51.442, -16.176
351.568, 51.438, -16.163
351.934, 51.433, -16.150
352.300, 51.428, -16.137
352.667, 51.424, -16.124
353.033, 51.419, -16.111
353.399, 51.415, -16.098
353.765, 51.410, -16.085
354.131, 51.406, -16.072
354.498, 51.401, -16.059
354.864, 51.397, -16.046
355.230, 51.392, -16.033
355.596, 51.388, -16.019
355.962, 51.383, -16.006
356.329, 51.379, -15.993
356.695, 51.374, -15.979
357.061, 51.370, -15.966
357.427, 51.366, -15.952
357.794, 51.361, -15.939
358.160, 51.357, -15.925
358.526, 51.352, -15.911
358.892, 51.348, -15.898
359.258, 51.343, -15.884
359.625, 51.339, -15.870
359.991, 51.335, -15.856
360.357, 51.330, -15.843
360.723, 51.326, -15.828
361.089, 51.321, -15.815
361.456, 51.317, -15.800
361.822, 51.313, -15.786
362.188, 51.308, -15.772
362.554, 51.304, -15.758
362.921, 51.300, -15.744
363.287, 51.295, -15.729
363.653, 51.291, -15.715
364.019, 51.287, -15.700
364.385, 51.282, -15.686
364.752, 51.278, -15.671
365.118, 51.274, -15.657
365.484, 51.270, -15.642
365.850, 51.265, -15.627
366.217, 51.261, -15.612
366.583, 51.257, -15.598
366.949, 51.253, -15.583
367.315, 51.248, -15.568
367.681, 51.244, -15.553
368.048, 51.240, -15.538
368.414, 51.236, -15.522
368.780, 51.231, -15.507
369.146, 51.227, -15.492
369.512, 51.223, -15.477
369.879, 51.219, -15.461
370.245, 51.215, -15.446
370.611, 51.211, -15.430
370.977, 51.206, -15.415
371.344, 51.202, -15.399
371.710, 51.198, -15.384
372.076, 51.194, -15.368
372.442, 51.190, -15.352
372.808, 51.186, -15.336
373.175, 51.182, -15.320
373.541, 51.177, -15.304
373.907, 51.173, -15.288
374.273, 51.169, -15.272
374.639, 51.165, -15.256
375.006, 51.161, -15.240
375.372, 51.157, -15.224
375.738, 51.153, -15.208
376.104, 51.149, -15.191
376.471, 51.145, -15.175
376.837, 51.141, -15.159
377.203, 51.137, -15.142
377.569, 51.133, -15.126
377.935, 51.129, -15.109
378.302, 51.125, -15.093
378.668, 51.121, -15.076
379.034, 51.117, -15.059
379.400, 51.113, -15.042
379.767, 51.109, -15.026
380.133, 51.105, -15.009
380.499, 51.101, -14.992
380.865, 51.097, -14.975
381.231, 51.093, -14.958
381.598, 51.089, -14.941
381.964, 51.085, -14.924
382.330, 51.081, -14.907
382.696, 51.077, -14.890
383.062, 51.073, -14.873
383.429, 51.069, -14.855
383.795, 51.066, -14.838
384.161, 51.062, -14.821
384.527, 51.058, -14.804
384.894, 51.054, -14.786
385.260, 51.050, -14.769
385.626, 51.046, -14.751
385.992, 51.042, -14.734
386.358, 51.039, -14.716
386.725, 51.035, -14.699
387.091, 51.031, -14.681
387.457, 51.027, -14.664
387.823, 51.023, -14.646
388.190, 51.020, -14.628
388.556, 51.016, -14.611
388.922, 51.012, -14.593
389.288, 51.008, -14.575
389.654, 51.005, -14.557
390.021, 51.001, -14.540
390.387, 50.997, -14.522
390.753, 50.993, -14.504
391.119, 50.990, -14.486
391.485, 50.986, -14.468
391.852, 50.982, -14.450
392.218, 50.979, -14.432
392.584, 50.975, -14.414
392.950, 50.971, -14.396
393.317, 50.968, -14.378
393.683, 50.964, -14.360
394.049, 50.960, -14.342
394.415, 50.957, -14.324
394.781, 50.953, -14.305
395.148, 50.950, -14.287
395.514, 50.946, -14.269
395.880, 50.942, -14.251
396.246, 50.939, -14.233
396.612, 50.935, -14.214
396.979, 50.932, -14.196
397.345, 50.928, -14.178
397.711, 50.925, -14.160
398.077, 50.921, -14.141
398.444, 50.918, -14.123
398.810, 50.914, -14.104
399.176, 50.911, -14.086
399.542, 50.907, -14.068
399.908, 50.904, -14.049
400.275, 50.900, -14.031
400.641, 50.897, -14.013
401.007, 50.893, -13.994
401.373, 50.890, -13.976
401.740, 50.886, -13.957
402.106, 50.883, -13.939
402.472, 50.879, -13.920
402.838, 50.876, -13.902
403.204, 50.873, -13.883
403.571, 50.869, -13.865
403.937, 50.866, -13.846
404.303, 50.862, -13.828
404.669, 50.859, -13.809
405.035, 50.856, -13.790
405.402, 50.852, -13.772
405.768, 50.849, -13.753
406.134, 50.846, -13.735
406.500, 50.842, -13.716
406.867, 50.839, -13.697
407.233, 50.836, -13.679
407.599, 50.832, -13.660
407.965, 50.829, -13.641
408.331, 50.826, -13.623
408.698, 50.822, -13.604
409.064, 50.819, -13.585
409.430, 50.816, -13.567
409.796, 50.813, -13.548
410.163, 50.809, -13.529
410.529, 50.806, -13.510
410.895, 50.803, -13.492
411.261, 50.800, -13.473
411.627, 50.796, -13.454
411.994, 50.793, -13.436
412.360, 50.790, -13.417
412.726, 50.787, -13.398
413.092, 50.784, -13.379
413.458, 50.780, -13.360
413.825, 50.777, -13.342
414.191, 50.774, -13.323
414.557, 50.771, -13.304
414.923, 50.768, -13.285
415.290, 50.765, -13.266
415.656, 50.761, -13.248
416.022, 50.758, -13.229
416.388, 50.755, -13.210
416.754, 50.752, -13.191
417.121, 50.749, -13.172
417.487, 50.746, -13.153
417.853, 50.743, -13.134
418.219, 50.740, -13.115
418.585, 50.736, -13.097
418.952, 50.733, -13.078
419.318, 50.730, -13.059
419.684, 50.727, -13.040
420.050, 50.724, -13.021
420.417, 50.721, -13.002
420.783, 50.718, -12.983
421.149, 50.715, -12.964
421.515, 50.712, -12.945
421.881, 50.709, -12.926
422.248, 50.706, -12.907
422.614, 50.703, -12.888
422.980, 50.700, -12.869
423.346, 50.697, -12.850
423.713, 50.694, -12.831
424.079, 50.691, -12.812
424.445, 50.688, -12.793
424.811, 50.685, -12.774
425.177, 50.682, -12.755
425.544, 50.679, -12.736
425.910, 50.676, -12.717
426.276, 50.673, -12.697
426.642, 50.670, -12.678
427.008, 50.667, -12.659
427.375, 50.664, -12.640
427.741, 50.661, -12.621
428.107, 50.658, -12.602
428.473, 50.655, -12.583
428.840, 50.652, -12.563
429.206, 50.649, -12.544
429.572, 50.646, -12.525
429.938, 50.643, -12.506
430.304, 50.640, -12.486
430.671, 50.638, -12.467
431.037, 50.635, -12.448
431.403, 50.632, -12.429
431.769, 50.629, -12.409
432.135, 50.626, -12.390
432.502, 50.623, -12.371
432.868, 50.620, -12.352
433.234, 50.617, -12.332
433.600, 50.615, -12.313
433.967, 50.612, -12.294
434.333, 50.609, -12.274
434.699, 50.606, -12.255
435.065, 50.603, -12.235
435.431, 50.600, -12.216
435.798, 50.598, -12.197
436.164, 50.595, -12.177
436.530, 50.592, -12.158
436.896, 50.589, -12.138
437.263, 50.586, -12.119
437.629, 50.584, -12.099
437.995, 50.581, -12.080
438.361, 50.578, -12.060
438.727, 50.575, -12.041
439.094, 50.573, -12.021
439.460, 50.570, -12.002
439.826, 50.567, -11.982
440.192, 50.564, -11.963
440.558, 50.562, -11.943
440.925, 50.559, -11.924
441.291, 50.556, -11.904
441.657, 50.554, -11.884
442.023, 50.551, -11.865
442.390, 50.548, -11.845
442.756, 50.545, -11.826
443.122, 50.543, -11.806
443.488, 50.540, -11.786
443.854, 50.537, -11.767
444.221, 50.535, -11.747
444.587, 50.532, -11.727
444.953, 50.530, -11.708
445.319, 50.527, -11.688
445.686, 50.524, -11.668
446.052, 50.522, -11.648
446.418, 50.519, -11.629
446.784, 50.516, -11.609
447.150, 50.514, -11.589
447.517, 50.511, -11.570
447.883, 50.509, -11.550
448.249, 50.506, -11.530
448.615, 50.503, -11.510
448.981, 50.501, -11.490
449.348, 50.498, -11.471
449.714, 50.496, -11.451
450.080, 50.493, -11.431
450.446, 50.491, -11.411
450.813, 50.488, -11.391
451.179, 50.486, -11.372
451.545, 50.483, -11.352
451.911, 50.481, -11.332
452.277, 50.478, -11.312
452.644, 50.476, -11.292
453.010, 50.473, -11.272
453.376, 50.471, -11.253
453.742, 50.468, -11.233
454.108, 50.466, -11.213
454.475, 50.463, -11.193
454.841, 50.461, -11.173
455.207, 50.458, -11.153
455.573, 50.456, -11.133
455.940, 50.454, -11.114
456.306, 50.451, -11.094
456.672, 50.449, -11.074
457.038, 50.446, -11.054
457.404, 50.444, -11.034
457.771, 50.442, -11.014
458.137, 50.439, -10.995
458.503, 50.437, -10.975
458.869, 50.435, -10.955
459.236, 50.432, -10.935
459.602, 50.430, -10.915
459.968, 50.428, -10.895
460.334, 50.425, -10.875
460.700, 50.423, -10.856
461.067, 50.421, -10.836
461.433, 50.418, -10.816
461.799, 50.416, -10.796
462.165, 50.414, -10.776
462.531, 50.412, -10.757
462.898, 50.409, -10.737
463.264, 50.407, -10.717
463.630, 50.405, -10.697
463.996, 50.403, -10.678
464.363, 50.400, -10.658
464.729, 50.398, -10.638
465.095, 50.396, -10.618
465.461, 50.394, -10.599
465.827, 50.392, -10.579
466.194, 50.389, -10.559
466.560, 50.387, -10.540
466.926, 50.385, -10.520
467.292, 50.383, -10.500
467.659, 50.381, -10.481
468.025, 50.379, -10.461
468.391, 50.377, -10.442
468.757, 50.374, -10.422
469.123, 50.372, -10.402
469.490, 50.370, -10.383
469.856, 50.368, -10.363
470.222, 50.366, -10.344
470.588, 50.364, -10.324
470.954, 50.362, -10.305
471.321, 50.360, -10.285
471.687, 50.358, -10.266
472.053, 50.356, -10.246
472.419, 50.354, -10.227
472.786, 50.352, -10.208
473.152, 50.350, -10.188
473.518, 50.348, -10.169
473.884, 50.346, -10.149
474.250, 50.344, -10.130
474.617, 50.342, -10.111
474.983, 50.340, -10.091
475.349, 50.338, -10.072
475.715, 50.336, -10.053
476.081, 50.334, -10.034
476.448, 50.332, -10.014
476.814, 50.331, -9.995
477.180, 50.329, -9.976
477.546, 50.327, -9.957
477.913, 50.325, -9.938
478.279, 50.323, -9.919
478.645, 50.321, -9.900
479.011, 50.319, -9.880
479.377, 50.318, -9.862
479.744, 50.316, -9.842
480.110, 50.314, -9.823
480.476, 50.312, -9.805
480.842, 50.310, -9.786
481.208, 50.309, -9.767
481.575, 50.307, -9.748
481.941, 50.305, -9.729
482.307, 50.303, -9.710
482.673, 50.301, -9.691
483.040, 50.300, -9.672
483.406, 50.298, -9.654
483.772, 50.296, -9.635
484.138, 50.295, -9.616
484.504, 50.293, -9.597
484.871, 50.291, -9.579
485.237, 50.290, -9.560
485.603, 50.288, -9.542
485.969, 50.286, -9.523
486.336, 50.285, -9.504
486.702, 50.283, -9.486
487.068, 50.281, -9.467
487.434, 50.280, -9.449
487.800, 50.278, -9.430
488.167, 50.276, -9.412
488.533, 50.275, -9.394
488.899, 50.273, -9.375
489.265, 50.272, -9.357
489.632, 50.270, -9.339
489.998, 50.268, -9.320
490.364, 50.267, -9.302
490.730, 50.265, -9.284
491.096, 50.264, -9.266
491.463, 50.262, -9.247
491.829, 50.261, -9.229
492.195, 50.259, -9.211
492.561, 50.258, -9.193
492.927, 50.256, -9.175
493.294, 50.255, -9.157
493.660, 50.253, -9.139
494.026, 50.252, -9.121
494.392, 50.250, -9.103
494.759, 50.249, -9.085
495.125, 50.247, -9.068
495.491, 50.246, -9.050
495.857, 50.244, -9.032
496.223, 50.243, -9.014
496.590, 50.242, -8.996
496.956, 50.240, -8.979
497.322, 50.239, -8.961
497.688, 50.237, -8.943
498.054, 50.236, -8.926
498.421, 50.235, -8.908
498.787, 50.233, -8.891
499.153, 50.232, -8.873
499.519, 50.230, -8.856
499.886, 50.229, -8.839
500.252, 50.228, -8.821
500.618, 50.226, -8.804
500.984, 50.225, -8.786
501.350, 50.224, -8.769
501.717, 50.222, -8.752
502.083, 50.221, -8.735
502.449, 50.220, -8.718
502.815, 50.218, -8.701
503.181, 50.217, -8.683
503.548, 50.216, -8.666
503.914, 50.214, -8.649
504.280, 50.213, -8.632
504.646, 50.212, -8.615
505.013, 50.211, -8.599
505.379, 50.209, -8.582
505.745, 50.208, -8.565
506.111, 50.207, -8.548
506.477, 50.206, -8.531
506.844, 50.204, -8.515
507.210, 50.203, -8.498
507.576, 50.202, -8.481
507.942, 50.201, -8.465
508.309, 50.199, -8.448
508.675, 50.198, -8.431
509.041, 50.197, -8.415
509.407, 50.196, -8.398
509.773, 50.194, -8.382
510.140, 50.193, -8.366
510.506, 50.192, -8.349
510.872, 50.191, -8.333
511.238, 50.190, -8.317
511.604, 50.188, -8.300
511.971, 50.187, -8.284
512.337, 50.186, -8.268
512.703, 50.185, -8.252
513.069, 50.184, -8.236
513.436, 50.182, -8.220
513.802, 50.181, -8.204
514.168, 50.180, -8.188
514.534, 50.179, -8.172
514.900, 50.178, -8.156
515.267, 50.177, -8.140
515.633, 50.175, -8.124
515.999, 50.174, -8.108
516.365, 50.173, -8.093
516.732, 50.172, -8.077
517.098, 50.171, -8.061
517.464, 50.170, -8.046
517.830, 50.169, -8.030
518.196, 50.167, -8.014
518.563, 50.166, -7.999
518.929, 50.165, -7.983
519.295, 50.164, -7.968
519.661, 50.163, -7.952
520.027, 50.162, -7.937
520.394, 50.161, -7.922
520.760, 50.159, -7.906
521.126, 50.158, -7.891
521.492, 50.157, -7.876
521.859, 50.156, -7.861
522.225, 50.155, -7.845
522.591, 50.154, -7.830
522.957, 50.153, -7.815
523.323, 50.152, -7.800
523.690, 50.151, -7.785
524.056, 50.149, -7.770
524.422, 50.148, -7.755
524.788, 50.147, -7.740
525.154, 50.146, -7.725
525.521, 50.145, -7.710
525.887, 50.144, -7.696
526.253, 50.143, -7.681
526.619, 50.142, -7.666
526.986, 50.141, -7.651
527.352, 50.140, -7.637
527.718, 50.138, -7.622
528.084, 50.137, -7.607
528.450, 50.136, -7.593
528.817, 50.135, -7.578
529.183, 50.134, -7.564
529.549, 50.133, -7.549
529.915, 50.132, -7.535
530.281, 50.131, -7.521
530.648, 50.130, -7.506
531.014, 50.129, -7.492
531.380, 50.127, -7.477
531.746, 50.126, -7.463
532.113, 50.125, -7.449
532.479, 50.124, -7.435
532.845, 50.123, -7.421
533.211, 50.122, -7.406
533.577, 50.121, -7.392
533.944, 50.120, -7.378
534.310, 50.119, -7.364
534.676, 50.118, -7.350
535.042, 50.117, -7.336
535.409, 50.115, -7.322
535.775, 50.114, -7.308
536.141, 50.113, -7.294
536.507, 50.112, -7.280
536.873, 50.111, -7.267
537.240, 50.110, -7.253
537.606, 50.109, -7.239
537.972, 50.108, -7.225
538.338, 50.107, -7.212
538.705, 50.106, -7.198
539.071, 50.104, -7.184
539.437, 50.103, -7.171
539.803, 50.102, -7.157
540.169, 50.101, -7.143
540.536, 50.100, -7.130
540.902, 50.099, -7.116
541.268, 50.098, -7.103
541.634, 50.097, -7.089
542.000, 50.096, -7.076
542.367, 50.094, -7.062
542.733, 50.093, -7.049
543.099, 50.092, -7.036
543.465, 50.091, -7.022
543.832, 50.090, -7.009
544.198, 50.089, -6.996
544.564, 50.088, -6.982
544.930, 50.087, -6.969
545.296, 50.085, -6.956
545.663, 50.084, -6.943
546.029, 50.083, -6.929
546.395, 50.082, -6.916
546.761, 50.081, -6.903
547.128, 50.080, -6.890
547.494, 50.079, -6.877
547.860, 50.078, -6.864
548.226, 50.076, -6.850
548.592, 50.075, -6.837
548.959, 50.074, -6.824
549.325, 50.073, -6.811
549.691, 50.072, -6.798
550.057, 50.071, -6.785
550.423, 50.070, -6.772
550.790, 50.068, -6.759
551.156, 50.067, -6.746
551.522, 50.066, -6.733
551.888, 50.065, -6.720
552.255, 50.064, -6.707
552.621, 50.063, -6.694
552.987, 50.061, -6.682
553.353, 50.060, -6.669
553.719, 50.059, -6.656
554.086, 50.058, -6.643
554.452, 50.057, -6.630
554.818, 50.056, -6.617
555.184, 50.054, -6.604
555.550, 50.053, -6.591
555.917, 50.052, -6.579
556.283, 50.051, -6.566
556.649, 50.050, -6.553
557.015, 50.049, -6.540
557.382, 50.047, -6.527
557.748, 50.046, -6.514
558.114, 50.045, -6.502
558.480, 50.044, -6.489
558.846, 50.043, -6.476
559.213, 50.042, -6.463
559.579, 50.040, -6.450
559.945, 50.039, -6.438
560.311, 50.038, -6.425
560.677, 50.037, -6.412
561.044, 50.036, -6.399
561.410, 50.035, -6.386
561.776, 50.033, -6.373
562.142, 50.032, -6.361
562.509, 50.031, -6.348
562.875, 50.030, -6.335
563.241, 50.029, -6.322
563.607, 50.028, -6.309
563.973, 50.026, -6.296
564.340, 50.025, -6.284
564.706, 50.024, -6.271
565.072, 50.023, -6.258
565.438, 50.022, -6.245
565.805, 50.021, -6.232
566.171, 50.019, -6.219
566.537, 50.018, -6.206
566.903, 50.017, -6.193
567.269, 50.016, -6.180
567.636, 50.015, -6.167
568.002, 50.014, -6.155
568.368, 50.012, -6.142
568.734, 50.011, -6.129
569.100, 50.010, -6.116
569.467, 50.009, -6.103
569.833, 50.008, -6.090
570.199, 50.007, -6.077
570.565, 50.005, -6.064
570.932, 50.004, -6.050
571.298, 50.003, -6.037
571.664, 50.002, -6.024
572.030, 50.001, -6.011
572.396, 50.000, -5.998
572.763, 49.999, -5.985
573.129, 49.997, -5.972
573.495, 49.996, -5.959
573.861, 49.995, -5.946
574.227, 49.994, -5.932
574.594, 49.993, -5.919
574.960, 49.992, -5.906
575.326, 49.991, -5.893
575.692, 49.990, -5.879
576.059, 49.988, -5.866
576.425, 49.987, -5.853
576.791, 49.986, -5.839
577.157, 49.985, -5.826
577.523, 49.984, -5.813
577.890, 49.983, -5.799
578.256, 49.982, -5.786
578.622, 49.981, -5.773
578.988, 49.980, -5.759
579.355, 49.978, -5.746
579.721, 49.977, -5.732
580.087, 49.976, -5.719
580.453, 49.975, -5.705
580.819, 49.974, -5.692
581.186, 49.973, -5.678
581.552, 49.972, -5.665
581.918, 49.971, -5.651
582.284, 49.970, -5.637
582.651, 49.969, -5.624
583.017, 49.968, -5.610
583.383, 49.967, -5.596
583.749, 49.966, -5.583
584.115, 49.965, -5.569
584.482, 49.964, -5.555
584.848, 49.962, -5.542
585.214, 49.961, -5.528
585.580, 49.960, -5.514
585.946, 49.959, -5.500
586.313, 49.958, -5.486
586.679, 49.957, -5.472
587.045, 49.956, -5.458
587.411, 49.955, -5.445
587.778, 49.954, -5.431
588.144, 49.953, -5.417
588.510, 49.952, -5.403
588.876, 49.951, -5.389
589.242, 49.950, -5.375
589.609, 49.949, -5.361
589.975, 49.948, -5.347
590.341, 49.947, -5.333
590.707, 49.946, -5.319
591.073, 49.945, -5.305
591.440, 49.944, -5.291
591.806, 49.943, -5.276
592.172, 49.942, -5.262
592.538, 49.942, -5.248
592.905, 49.941, -5.234
593.271, 49.940, -5.220
593.637, 49.939, -5.206
594.003, 49.938, -5.191
594.369, 49.937, -5.177
594.736, 49.936, -5.163
595.102, 49.935, -5.149
595.468, 49.934, -5.134
595.834, 49.933, -5.120
596.201, 49.932, -5.106
596.567, 49.931, -5.092
596.933, 49.930, -5.077
597.299, 49.929, -5.063
597.665, 49.929, -5.049
598.032, 49.928, -5.034
598.398, 49.927, -5.020
598.764, 49.926, -5.005
599.130, 49.925, -4.991
599.496, 49.924, -4.977
599.863, 49.923, -4.962
600.229, 49.922, -4.948
600.595, 49.921, -4.933
600.961, 49.921, -4.919
601.328, 49.920, -4.905
601.694, 49.919, -4.890
602.060, 49.918, -4.876
602.426, 49.917, -4.861
602.792, 49.916, -4.847
603.159, 49.915, -4.832
603.525, 49.915, -4.818
603.891, 49.914, -4.803
604.257, 49.913, -4.789
604.623, 49.912, -4.774
604.990, 49.911, -4.760
605.356, 49.910, -4.745
605.722, 49.910, -4.731
606.088, 49.909, -4.716
606.455, 49.908, -4.702
606.821, 49.907, -4.687
607.187, 49.906, -4.672
607.553, 49.906, -4.658
607.919, 49.905, -4.643
608.286, 49.904, -4.629
608.652, 49.903, -4.614
609.018, 49.902, -4.600
609.384, 49.902, -4.585
609.750, 49.901, -4.571
610.117, 49.900, -4.556
610.483, 49.899, -4.542
610.849, 49.899, -4.527
611.215, 49.898, -4.513
611.582, 49.897, -4.498
611.948, 49.896, -4.484
612.314, 49.896, -4.469
612.680, 49.895, -4.454
613.046, 49.894, -4.440
613.413, 49.893, -4.425
613.779, 49.893, -4.411
614.145, 49.892, -4.396
614.511, 49.891, -4.382
614.878, 49.890, -4.367
615.244, 49.890, -4.353
615.610, 49.889, -4.338
615.976, 49.888, -4.324
616.342, 49.887, -4.309
616.709, 49.887, -4.295
617.075, 49.886, -4.280
617.441, 49.885, -4.266
617.807, 49.884, -4.251
618.173, 49.884, -4.237
618.540, 49.883, -4.222
618.906, 49.882, -4.208
619.272, 49.882, -4.194
619.638, 49.881, -4.179
620.005, 49.880, -4.165
620.371, 49.880, -4.150
620.737, 49.879, -4.136
621.103, 49.878, -4.121
621.469, 49.877, -4.107
621.836, 49.877, -4.093
622.202, 49.876, -4.078
622.568, 49.875, -4.064
622.934, 49.875, -4.049
623.301, 49.874, -4.035
623.667, 49.873, -4.021
624.033, 49.873, -4.006
624.399, 49.872, -3.992
624.765, 49.871, -3.978
625.132, 49.871, -3.964
625.498, 49.870, -3.949
625.864, 49.869, -3.935
626.230, 49.869, -3.921
626.596, 49.868, -3.906
626.963, 49.867, -3.892
627.329, 49.867, -3.878
627.695, 49.866, -3.864
628.061, 49.865, -3.849
628.428, 49.865, -3.835
628.794, 49.864, -3.821
629.160, 49.863, -3.807
629.526, 49.863, -3.792
629.892, 49.862, -3.778
630.259, 49.862, -3.764
630.625, 49.861, -3.750
630.991, 49.860, -3.736
631.357, 49.860, -3.721
631.724, 49.859, -3.707
632.090, 49.858, -3.693
632.456, 49.858, -3.679
632.822, 49.857, -3.665
633.188, 49.856, -3.651
633.555, 49.856, -3.637
633.921, 49.855, -3.622
634.287, 49.855, -3.608
634.653, 49.854, -3.594
635.019, 49.853, -3.580
635.386, 49.853, -3.566
635.752, 49.852, -3.552
636.118, 49.851, -3.538
636.484, 49.851, -3.524
636.851, 49.850, -3.510
637.217, 49.850, -3.496
637.583, 49.849, -3.482
637.949, 49.848, -3.468
638.315, 49.848, -3.454
638.682, 49.847, -3.440
639.048, 49.847, -3.426
639.414, 49.846, -3.412
639.780, 49.845, -3.398
640.146, 49.845, -3.384
640.513, 49.844, -3.370
640.879, 49.844, -3.356
641.245, 49.843, -3.342
641.611, 49.842, -3.328
641.978, 49.842, -3.314
642.344, 49.841, -3.300
642.710, 49.841, -3.286
643.076, 49.840, -3.272
643.442, 49.839, -3.258
643.809, 49.839, -3.244
644.175, 49.838, -3.230
644.541, 49.838, -3.216
644.907, 49.837, -3.202
645.273, 49.837, -3.188
645.640, 49.836, -3.175
646.006, 49.835, -3.161
646.372, 49.835, -3.147
646.738, 49.834, -3.133
647.105, 49.834, -3.119
647.471, 49.833, -3.105
647.837, 49.832, -3.091
648.203, 49.832, -3.077
648.569, 49.831, -3.063
648.936, 49.831, -3.049
649.302, 49.830, -3.035
649.668, 49.830, -3.021
650.034, 49.829, -3.008
650.401, 49.828, -2.994
650.767, 49.828, -2.980
651.133, 49.827, -2.966
651.499, 49.827, -2.952
651.865, 49.826, -2.938
652.232, 49.826, -2.924
652.598, 49.825, -2.910
652.964, 49.825, -2.896
653.330, 49.824, -2.883
653.696, 49.823, -2.869
654.063, 49.823, -2.855
654.429, 49.822, -2.841
654.795, 49.822, -2.827
655.161, 49.821, -2.813
655.528, 49.821, -2.799
655.894, 49.820, -2.785
656.260, 49.820, -2.771
656.626, 49.819, -2.757
656.992, 49.819, -2.743
657.359, 49.818, -2.729
657.725, 49.817, -2.716
658.091, 49.817, -2.702
658.457, 49.816, -2.688
658.824, 49.816, -2.674
659.190, 49.815, -2.660
659.556, 49.815, -2.646
659.922, 49.814, -2.632
660.288, 49.814, -2.618
660.655, 49.813, -2.604
661.021, 49.813, -2.590
661.387, 49.812, -2.576
661.753, 49.812, -2.562
662.120, 49.811, -2.548
662.486, 49.811, -2.534
662.852, 49.810, -2.520
663.218, 49.809, -2.506
663.584, 49.809, -2.492
663.951, 49.808, -2.478
664.317, 49.808, -2.464
664.683, 49.807, -2.450
665.049, 49.807, -2.436
665.415, 49.806, -2.422
665.782, 49.806, -2.408
666.148, 49.805, -2.394
666.514, 49.805, -2.380
666.880, 49.804, -2.366
667.247, 49.804, -2.352
667.613, 49.803, -2.338
667.979, 49.803, -2.324
668.345, 49.802, -2.310
668.711, 49.802, -2.296
669.078, 49.801, -2.281
669.444, 49.801, -2.267
669.810, 49.800, -2.253
670.176, 49.800, -2.239
670.542, 49.799, -2.225
670.909, 49.799, -2.211
671.275, 49.798, -2.197
671.641, 49.798, -2.183
672.007, 49.797, -2.168
672.374, 49.797, -2.154
672.740, 49.796, -2.140
673.106, 49.796, -2.126
673.472, 49.795, -2.112
673.838, 49.795, -2.098
674.205, 49.794, -2.083
674.571, 49.794, -2.069
674.937, 49.793, -2.055
675.303, 49.793, -2.041
675.669, 49.793, -2.026
676.036, 49.792, -2.012
676.402, 49.792, -1.998
676.768, 49.791, -1.984
677.134, 49.791, -1.969
677.501, 49.790, -1.955
677.867, 49.790, -1.941
