* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
22998.766, 27.612, -48.056
22999.133, 27.611, -50.093
22999.496, 27.610, -52.114
22999.863, 27.609, -54.158
23000.230, 27.608, -56.203
23000.598, 27.607, -58.239
23000.961, 27.606, -60.261
23001.328, 27.605, -62.305
23001.695, 27.604, -64.349
23002.062, 27.604, -66.385
23002.426, 27.603, -68.405
23002.793, 27.602, -70.449
23003.160, 27.601, -72.493
23003.527, 27.600, -74.528
23003.891, 27.599, -76.549
23004.258, 27.598, -78.592
23004.625, 27.597, -80.636
23004.992, 27.596, -82.671
23005.355, 27.596, -84.689
23005.723, 27.595, -86.733
23006.090, 27.594, -88.777
23006.457, 27.593, -90.812
23006.820, 27.592, -92.831
23007.188, 27.591, -94.874
23007.555, 27.590, -96.917
23007.922, 27.589, -98.951
23008.285, 27.588, -100.970
23008.652, 27.588, -103.012
23009.020, 27.587, -105.055
23009.387, 27.586, -107.090
23009.750, 27.585, -109.108
23010.117, 27.584, -111.150
23010.484, 27.583, -113.192
23010.852, 27.582, -115.226
23011.215, 27.581, -117.243
23011.582, 27.580, -119.286
23011.949, 27.580, -121.327
23012.316, 27.579, -123.360
23012.680, 27.578, -125.379
23013.047, 27.577, -127.420
23013.414, 27.576, -129.461
23013.781, 27.575, -131.494
23014.145, 27.574, -133.511
23014.512, 27.573, -135.553
23014.879, 27.573, -137.593
23015.246, 27.572, -139.626
23015.609, 27.571, -141.643
23015.977, 27.570, -143.684
23016.344, 27.569, -145.724
23016.711, 27.568, -147.756
23017.074, 27.567, -149.771
23017.441, 27.566, -151.812
23017.809, 27.565, -153.853
23018.176, 27.565, -155.885
23018.539, 27.564, -157.901
23018.906, 27.563, -159.940
23019.273, 27.562, -161.980
23019.641, 27.561, -164.012
23020.004, 27.560, -166.026
23020.371, 27.559, -168.066
23020.738, 27.558, -170.105
23021.105, 27.557, -172.137
23021.469, 27.557, -174.152
23021.836, 27.556, -176.191
23022.203, 27.555, -178.229
23022.570, 27.554, 179.739
23022.934, 27.553, 177.726
23023.301, 27.552, 175.687
23023.668, 27.551, 173.647
23024.035, 27.550, 171.617
23024.398, 27.549, 169.603
23024.766, 27.549, 167.565
23025.133, 27.548, 165.527
23025.500, 27.547, 163.497
23025.863, 27.546, 161.483
23026.230, 27.545, 159.445
23026.598, 27.544, 157.408
23026.965, 27.543, 155.379
23027.328, 27.542, 153.365
23027.695, 27.541, 151.329
23028.062, 27.541, 149.299
23028.430, 27.540, 147.262
23028.793, 27.539, 145.249
23029.160, 27.538, 143.212
23029.527, 27.537, 141.184
23029.895, 27.536, 139.147
23030.258, 27.535, 137.134
23030.625, 27.534, 135.098
23030.992, 27.534, 133.069
23031.359, 27.533, 131.034
23031.723, 27.532, 129.021
23032.090, 27.531, 126.985
23032.457, 27.530, 124.958
23032.824, 27.529, 122.923
23033.188, 27.528, 120.910
23033.555, 27.527, 118.875
23033.922, 27.526, 116.848
23034.289, 27.526, 114.812
23034.652, 27.525, 112.802
23035.020, 27.524, 110.767
23035.387, 27.523, 108.740
23035.754, 27.522, 106.705
23036.117, 27.521, 104.694
23036.484, 27.520, 102.659
23036.852, 27.519, 100.633
23037.219, 27.518, 98.599
23037.582, 27.518, 96.589
23037.949, 27.517, 94.555
23038.316, 27.516, 92.528
23038.684, 27.515, 90.495
23039.047, 27.514, 88.485
23039.414, 27.513, 86.452
23039.781, 27.512, 84.426
23040.148, 27.511, 82.393
23040.512, 27.511, 80.383
23040.879, 27.510, 78.351
23041.246, 27.509, 76.325
23041.613, 27.508, 74.293
23041.977, 27.507, 72.283
23042.344, 27.506, 70.251
23042.711, 27.505, 68.227
23043.078, 27.504, 66.194
23043.441, 27.503, 64.186
23043.809, 27.503, 62.153
23044.176, 27.502, 60.130
23044.543, 27.501, 58.098
23044.910, 27.500, 56.066
23045.273, 27.499, 54.059
23045.641, 27.498, 52.035
23046.008, 27.497, 50.004
23046.375, 27.496, 47.973
23046.738, 27.496, 45.965
23047.105, 27.495, 43.942
23047.473, 27.494, 41.911
23047.840, 27.493, 39.881
23048.203, 27.492, 37.873
23048.570, 27.491, 35.851
23048.938, 27.490, 33.820
23049.305, 27.489, 31.790
23049.668, 27.488, 29.784
23050.035, 27.488, 27.762
23050.402, 27.487, 25.732
23050.770, 27.486, 23.701
23051.133, 27.485, 21.696
23051.500, 27.484, 19.675
23051.867, 27.483, 17.646
23052.234, 27.482, 15.617
23052.598, 27.481, 13.611
23052.965, 27.481, 11.590
23053.332, 27.480, 9.562
23053.699, 27.479, 7.533
23054.062, 27.478, 5.528
23054.430, 27.477, 3.508
23054.797, 27.476, 1.479
23055.164, 27.475, -0.549
23055.527, 27.474, -2.554
23055.895, 27.473, -4.573
23056.262, 27.473, -6.601
23056.629, 27.472, -8.628
23056.992, 27.471, -10.633
23057.359, 27.470, -12.651
23057.727, 27.469, -14.679
23058.094, 27.468, -16.706
23058.457, 27.467, -18.701
23058.824, 27.466, -20.729
23059.191, 27.466, -22.755
23059.559, 27.465, -24.781
23059.922, 27.464, -26.776
23060.289, 27.463, -28.803
23060.656, 27.462, -30.828
23061.023, 27.461, -32.854
23061.387, 27.460, -34.849
23061.754, 27.459, -36.875
23062.121, 27.459, -38.900
23062.488, 27.458, -40.918
23062.852, 27.457, -42.920
23063.219, 27.456, -44.944
23063.586, 27.455, -46.970
23063.953, 27.454, -48.986
23064.316, 27.453, -50.987
23064.684, 27.452, -53.013
23065.051, 27.451, -55.037
23065.418, 27.451, -57.053
23065.781, 27.450, -59.054
23066.148, 27.449, -61.078
23066.516, 27.448, -63.102
23066.883, 27.447, -65.117
23067.246, 27.446, -67.117
23067.613, 27.445, -69.141
23067.980, 27.444, -71.164
23068.348, 27.444, -73.180
23068.711, 27.443, -75.179
23069.078, 27.442, -77.202
23069.445, 27.441, -79.225
23069.812, 27.440, -81.239
23070.176, 27.439, -83.238
23070.543, 27.438, -85.261
23070.910, 27.437, -87.283
23071.277, 27.437, -89.297
23071.641, 27.436, -91.296
23072.008, 27.435, -93.317
23072.375, 27.434, -95.339
23072.742, 27.433, -97.353
23073.105, 27.432, -99.351
23073.473, 27.431, -101.371
23073.840, 27.430, -103.393
23074.207, 27.430, -105.405
23074.570, 27.429, -107.402
23074.938, 27.428, -109.423
23075.305, 27.427, -111.443
23075.672, 27.426, -113.456
23076.035, 27.425, -115.452
23076.402, 27.424, -117.473
23076.770, 27.423, -119.492
23077.137, 27.423, -121.504
23077.500, 27.422, -123.500
23077.867, 27.421, -125.520
23078.234, 27.420, -127.539
23078.602, 27.419, -129.550
23078.965, 27.418, -131.546
23079.332, 27.417, -133.564
23079.699, 27.416, -135.583
23080.066, 27.416, -137.594
23080.430, 27.415, -139.588
23080.797, 27.414, -141.606
23081.164, 27.413, -143.624
23081.531, 27.412, -145.635
23081.895, 27.411, -147.629
23082.262, 27.410, -149.646
23082.629, 27.409, -151.664
23082.996, 27.409, -153.673
23083.359, 27.408, -155.667
23083.727, 27.407, -157.684
23084.094, 27.406, -159.700
23084.461, 27.405, -161.709
23084.824, 27.404, -163.702
23085.191, 27.403, -165.719
23085.559, 27.402, -167.734
23085.926, 27.402, -169.743
23086.289, 27.401, -171.735
23086.656, 27.400, -173.751
23087.023, 27.399, -175.767
23087.391, 27.398, -177.774
23087.754, 27.397, -179.766
23088.121, 27.396, 178.219
23088.488, 27.395, 176.204
23088.855, 27.395, 174.197
23089.219, 27.394, 172.206
23089.586, 27.393, 170.191
23089.953, 27.392, 168.178
23090.320, 27.391, 166.171
23090.684, 27.390, 164.181
23091.051, 27.389, 162.167
23091.418, 27.388, 160.153
23091.785, 27.388, 158.147
23092.148, 27.387, 156.158
23092.516, 27.386, 154.145
23092.883, 27.385, 152.140
23093.250, 27.384, 150.127
23093.613, 27.383, 148.138
23093.980, 27.382, 146.125
23094.348, 27.381, 144.120
23094.715, 27.381, 142.108
23095.078, 27.380, 140.120
23095.445, 27.379, 138.107
23095.812, 27.378, 136.104
23096.180, 27.377, 134.093
23096.543, 27.376, 132.104
23096.910, 27.375, 130.094
23097.277, 27.374, 128.090
23097.645, 27.374, 126.079
23098.008, 27.373, 124.092
23098.375, 27.372, 122.081
23098.742, 27.371, 120.079
23099.109, 27.370, 118.068
23099.473, 27.369, 116.082
23099.840, 27.368, 114.072
23100.207, 27.367, 112.070
23100.574, 27.367, 110.061
23100.938, 27.366, 108.075
23101.305, 27.365, 106.065
23101.672, 27.364, 104.064
23102.039, 27.363, 102.056
23102.402, 27.362, 100.070
23102.770, 27.361, 98.062
23103.137, 27.360, 96.062
23103.504, 27.360, 94.054
23103.867, 27.359, 92.068
23104.234, 27.358, 90.061
23104.602, 27.357, 88.062
23104.969, 27.356, 86.054
23105.332, 27.355, 84.069
23105.699, 27.354, 82.062
23106.066, 27.354, 80.063
23106.434, 27.353, 78.057
23106.797, 27.352, 76.073
23107.164, 27.351, 74.067
23107.531, 27.350, 72.068
23107.898, 27.349, 70.062
23108.262, 27.348, 68.080
23108.629, 27.347, 66.074
23108.996, 27.347, 64.076
23109.363, 27.346, 62.071
23109.730, 27.345, 60.065
23110.094, 27.344, 58.084
23110.461, 27.343, 56.087
23110.828, 27.342, 54.082
23111.195, 27.341, 52.078
23111.559, 27.340, 50.097
23111.926, 27.340, 48.101
23112.293, 27.339, 46.097
23112.660, 27.338, 44.093
23113.023, 27.337, 42.112
23113.391, 27.336, 40.116
23113.758, 27.335, 38.113
23114.125, 27.334, 36.110
23114.488, 27.333, 34.131
23114.855, 27.333, 32.136
23115.223, 27.332, 30.133
23115.590, 27.331, 28.131
23115.953, 27.330, 26.152
23116.320, 27.329, 24.158
23116.688, 27.328, 22.156
23117.055, 27.327, 20.153
23117.418, 27.327, 18.176
23117.785, 27.326, 16.183
23118.152, 27.325, 14.182
23118.520, 27.324, 12.181
23118.883, 27.323, 10.203
23119.250, 27.322, 8.211
23119.617, 27.321, 6.210
23119.984, 27.320, 4.210
23120.348, 27.320, 2.233
23120.715, 27.319, 0.241
23121.082, 27.318, -1.759
23121.449, 27.317, -3.758
23121.812, 27.316, -5.726
23122.180, 27.315, -7.725
23122.547, 27.314, -9.724
23122.914, 27.314, -11.723
23123.277, 27.313, -13.690
23123.645, 27.312, -15.688
23124.012, 27.311, -17.687
23124.379, 27.310, -19.685
23124.742, 27.309, -21.651
23125.109, 27.308, -23.648
23125.477, 27.307, -25.646
23125.844, 27.307, -27.636
23126.207, 27.306, -29.609
23126.574, 27.305, -31.606
23126.941, 27.304, -33.603
23127.309, 27.303, -35.592
23127.672, 27.302, -37.564
23128.039, 27.301, -39.561
23128.406, 27.301, -41.557
23128.773, 27.300, -43.544
23129.137, 27.299, -45.517
23129.504, 27.298, -47.512
23129.871, 27.297, -49.507
23130.238, 27.296, -51.494
23130.602, 27.295, -53.466
23130.969, 27.294, -55.460
23131.336, 27.294, -57.454
23131.703, 27.293, -59.440
23132.066, 27.292, -61.412
23132.434, 27.291, -63.405
23132.801, 27.290, -65.398
23133.168, 27.289, -67.385
23133.531, 27.288, -69.354
23133.898, 27.288, -71.348
23134.266, 27.287, -73.340
23134.633, 27.286, -75.325
23134.996, 27.285, -77.295
23135.363, 27.284, -79.286
23135.730, 27.283, -81.278
23136.098, 27.282, -83.263
23136.461, 27.282, -85.230
23136.828, 27.281, -87.222
23137.195, 27.280, -89.213
23137.562, 27.279, -91.196
23137.926, 27.278, -93.165
23138.293, 27.277, -95.154
23138.660, 27.276, -97.146
23139.027, 27.275, -99.128
23139.391, 27.275, -101.095
23139.758, 27.274, -103.084
23140.125, 27.273, -105.074
23140.492, 27.272, -107.056
23140.855, 27.271, -109.021
23141.223, 27.270, -111.011
23141.590, 27.269, -112.999
23141.957, 27.269, -114.980
23142.320, 27.268, -116.945
23142.688, 27.267, -118.934
23143.055, 27.266, -120.922
23143.422, 27.265, -122.901
23143.785, 27.264, -124.866
23144.152, 27.263, -126.854
23144.520, 27.263, -128.841
23144.887, 27.262, -130.819
23145.250, 27.261, -132.783
23145.617, 27.260, -134.770
23145.984, 27.259, -136.756
23146.352, 27.258, -138.734
23146.715, 27.257, -140.697
23147.082, 27.257, -142.684
23147.449, 27.256, -144.669
23147.816, 27.255, -146.646
23148.180, 27.254, -148.608
23148.547, 27.253, -150.594
23148.914, 27.252, -152.578
23149.281, 27.251, -154.555
23149.645, 27.250, -156.516
23150.012, 27.250, -158.500
23150.379, 27.249, -160.483
23150.746, 27.248, -162.460
23151.109, 27.247, -164.420
23151.477, 27.246, -166.403
23151.844, 27.245, -168.387
23152.211, 27.244, -170.361
23152.574, 27.244, -172.321
23152.941, 27.243, -174.304
23153.309, 27.242, -176.285
23153.676, 27.241, -178.260
23154.039, 27.240, 179.781
23154.406, 27.239, 177.800
23154.773, 27.238, 175.818
23155.141, 27.238, 173.845
23155.504, 27.237, 171.888
23155.871, 27.236, 169.907
23156.238, 27.235, 167.933
23156.605, 27.234, 165.953
23156.969, 27.233, 163.997
23157.336, 27.232, 162.017
23157.703, 27.232, 160.045
23158.070, 27.231, 158.065
23158.434, 27.230, 156.109
23158.801, 27.229, 154.131
23159.168, 27.228, 152.159
23159.535, 27.227, 150.181
23159.898, 27.226, 148.226
23160.266, 27.226, 146.246
23160.633, 27.225, 144.277
23161.000, 27.224, 142.300
23161.363, 27.223, 140.346
23161.730, 27.222, 138.368
23162.098, 27.221, 136.398
23162.465, 27.220, 134.422
23162.828, 27.220, 132.468
23163.195, 27.219, 130.492
23163.562, 27.218, 128.523
23163.930, 27.217, 126.547
23164.293, 27.216, 124.595
23164.660, 27.215, 122.619
23165.027, 27.214, 120.651
23165.395, 27.214, 118.677
23165.758, 27.213, 116.724
23166.125, 27.212, 114.750
23166.492, 27.211, 112.783
23166.859, 27.210, 110.810
23167.223, 27.209, 108.858
23167.590, 27.208, 106.885
23167.957, 27.208, 104.918
23168.324, 27.207, 102.945
23168.688, 27.206, 100.995
23169.055, 27.205, 99.022
23169.422, 27.204, 97.058
23169.789, 27.203, 95.085
23170.152, 27.202, 93.137
23170.520, 27.202, 91.164
23170.887, 27.201, 89.200
23171.254, 27.200, 87.229
23171.617, 27.199, 85.280
23171.984, 27.198, 83.309
23172.352, 27.197, 81.346
23172.719, 27.196, 79.376
23173.086, 27.196, 77.405
23173.449, 27.195, 75.459
23173.816, 27.194, 73.496
23174.184, 27.193, 71.526
23174.551, 27.192, 69.557
23174.914, 27.191, 67.611
23175.281, 27.190, 65.649
23175.648, 27.190, 63.681
23176.016, 27.189, 61.712
23176.379, 27.188, 59.767
23176.746, 27.187, 57.807
23177.113, 27.186, 55.839
23177.480, 27.185, 53.871
23177.844, 27.184, 51.927
23178.211, 27.184, 49.968
23178.578, 27.183, 48.001
23178.945, 27.182, 46.033
23179.309, 27.181, 44.091
23179.676, 27.180, 42.132
23180.043, 27.179, 40.166
23180.410, 27.179, 38.199
23180.773, 27.178, 36.258
23181.141, 27.177, 34.300
23181.508, 27.176, 32.335
23181.875, 27.175, 30.370
23182.238, 27.174, 28.429
23182.605, 27.173, 26.472
23182.973, 27.173, 24.508
23183.340, 27.172, 22.544
23183.703, 27.171, 20.604
23184.070, 27.170, 18.646
23184.438, 27.169, 16.685
23184.805, 27.168, 14.722
23185.168, 27.167, 12.790
23185.535, 27.167, 10.827
23185.902, 27.166, 8.865
23186.270, 27.165, 6.902
23186.633, 27.164, 4.971
23187.000, 27.163, 3.011
23187.367, 27.162, 1.049
23187.734, 27.161, -0.912
23188.098, 27.161, -2.842
23188.465, 27.160, -4.804
23188.832, 27.159, -6.763
23189.199, 27.158, -8.724
23189.562, 27.157, -10.653
23189.930, 27.156, -12.611
23190.297, 27.156, -14.571
23190.664, 27.155, -16.522
23191.027, 27.154, -18.458
23191.395, 27.153, -20.417
23191.762, 27.152, -22.376
23192.129, 27.151, -24.326
23192.492, 27.150, -26.261
23192.859, 27.150, -28.219
23193.227, 27.149, -30.176
23193.594, 27.148, -32.125
23193.957, 27.147, -34.060
23194.324, 27.146, -36.016
23194.691, 27.145, -37.973
23195.059, 27.144, -39.921
23195.422, 27.144, -41.854
23195.789, 27.143, -43.811
23196.156, 27.142, -45.766
23196.523, 27.141, -47.713
23196.887, 27.140, -49.646
23197.254, 27.139, -51.600
23197.621, 27.139, -53.554
23197.988, 27.138, -55.500
23198.352, 27.137, -57.431
23198.719, 27.136, -59.385
23199.086, 27.135, -61.339
23199.453, 27.134, -63.284
23199.816, 27.133, -65.215
23200.184, 27.133, -67.168
23200.551, 27.132, -69.119
23200.918, 27.131, -71.063
23201.281, 27.130, -72.992
23201.648, 27.129, -74.944
23202.016, 27.128, -76.896
23202.383, 27.128, -78.840
23202.746, 27.127, -80.769
23203.113, 27.126, -82.719
23203.480, 27.125, -84.669
23203.848, 27.124, -86.611
23204.211, 27.123, -88.538
23204.578, 27.122, -90.488
23204.945, 27.122, -92.438
23205.312, 27.121, -94.379
23205.676, 27.120, -96.306
23206.043, 27.119, -98.254
23206.410, 27.118, -100.202
23206.777, 27.117, -102.143
23207.141, 27.117, -104.067
23207.508, 27.116, -106.016
23207.875, 27.115, -107.963
23208.242, 27.114, -109.902
23208.605, 27.113, -111.827
23208.973, 27.112, -113.772
23209.340, 27.111, -115.720
23209.707, 27.111, -117.658
23210.070, 27.110, -119.581
23210.438, 27.109, -121.526
23210.805, 27.108, -123.472
23211.172, 27.107, -125.409
23211.535, 27.106, -127.331
23211.902, 27.106, -129.276
23212.270, 27.105, -131.220
23212.637, 27.104, -133.156
23213.000, 27.103, -135.078
23213.367, 27.102, -137.021
23213.734, 27.101, -138.964
23214.102, 27.101, -140.899
23214.465, 27.100, -142.819
23214.832, 27.099, -144.762
23215.199, 27.098, -146.704
23215.566, 27.097, -148.639
23215.930, 27.096, -150.558
23216.297, 27.095, -152.500
23216.664, 27.095, -154.440
23217.031, 27.094, -156.373
23217.395, 27.093, -158.291
23217.762, 27.092, -160.231
23218.129, 27.091, -162.172
23218.496, 27.090, -164.104
23218.859, 27.090, -166.021
23219.227, 27.089, -167.960
23219.594, 27.088, -169.892
23219.961, 27.087, -171.830
23220.324, 27.086, -173.745
23220.691, 27.085, -175.685
23221.059, 27.085, -177.614
23221.426, 27.084, -179.553
23221.789, 27.083, 178.532
23222.156, 27.082, 176.596
23222.523, 27.081, 174.667
23222.891, 27.080, 172.729
23223.254, 27.079, 170.815
23223.621, 27.079, 168.881
23223.988, 27.078, 166.951
23224.355, 27.077, 165.017
23224.719, 27.076, 163.104
23225.086, 27.075, 161.169
23225.453, 27.074, 159.242
23225.820, 27.074, 157.308
23226.184, 27.073, 155.396
23226.551, 27.072, 153.462
23226.918, 27.071, 151.536
23227.285, 27.070, 149.603
23227.648, 27.069, 147.692
23228.016, 27.069, 145.758
23228.383, 27.068, 143.833
23228.750, 27.067, 141.901
23229.113, 27.066, 139.992
23229.480, 27.065, 138.061
23229.848, 27.064, 136.137
23230.215, 27.064, 134.205
23230.578, 27.063, 132.298
23230.945, 27.062, 130.367
23231.312, 27.061, 128.444
23231.680, 27.060, 126.514
23232.043, 27.059, 124.606
23232.410, 27.059, 122.677
23232.777, 27.058, 120.755
23233.145, 27.057, 118.826
23233.508, 27.056, 116.920
23233.875, 27.055, 114.992
23234.242, 27.054, 113.071
23234.609, 27.053, 111.144
23234.973, 27.053, 109.238
23235.340, 27.052, 107.312
23235.707, 27.051, 105.392
23236.074, 27.050, 103.465
23236.441, 27.049, 101.538
23236.805, 27.048, 99.634
23237.172, 27.048, 97.717
23237.539, 27.047, 95.791
23237.906, 27.046, 93.865
23238.270, 27.045, 91.963
23238.637, 27.044, 90.046
23239.004, 27.043, 88.121
23239.371, 27.043, 86.196
23239.734, 27.042, 84.296
23240.102, 27.041, 82.379
23240.469, 27.040, 80.456
23240.836, 27.039, 78.531
23241.199, 27.038, 76.633
23241.566, 27.038, 74.718
23241.934, 27.037, 72.795
23242.301, 27.036, 70.873
23242.664, 27.035, 68.975
23243.031, 27.034, 67.061
23243.398, 27.033, 65.140
23243.766, 27.033, 63.218
23244.129, 27.032, 61.320
23244.496, 27.031, 59.407
23244.863, 27.030, 57.488
23245.230, 27.029, 55.567
23245.594, 27.028, 53.672
23245.961, 27.028, 51.760
23246.328, 27.027, 49.841
23246.695, 27.026, 47.922
23247.059, 27.025, 46.027
23247.426, 27.024, 44.116
23247.793, 27.023, 42.198
23248.160, 27.023, 40.281
23248.523, 27.022, 38.386
23248.891, 27.021, 36.477
23249.258, 27.020, 34.561
23249.625, 27.019, 32.645
23249.988, 27.018, 30.760
23250.355, 27.018, 28.844
23250.723, 27.017, 26.928
23251.090, 27.016, 25.013
23251.453, 27.015, 23.128
23251.820, 27.014, 21.214
23252.188, 27.013, 19.299
23252.555, 27.013, 17.385
23252.918, 27.012, 15.502
23253.285, 27.011, 13.588
23253.652, 27.010, 11.676
23254.020, 27.009, 9.771
23254.383, 27.008, 7.880
23254.750, 27.008, 5.969
23255.117, 27.007, 4.057
23255.484, 27.006, 2.152
23255.848, 27.005, 0.264
23256.215, 27.004, -1.647
23256.582, 27.004, -3.558
23256.949, 27.003, -5.461
23257.312, 27.002, -7.348
23257.680, 27.001, -9.258
23258.047, 27.000, -11.168
23258.414, 26.999, -13.069
23258.777, 26.999, -14.956
23259.145, 26.998, -16.864
23259.512, 26.997, -18.772
23259.879, 26.996, -20.673
23260.242, 26.995, -22.558
23260.609, 26.994, -24.466
23260.977, 26.994, -26.373
23261.344, 26.993, -28.271
23261.707, 26.992, -30.156
23262.074, 26.991, -32.062
23262.441, 26.990, -33.968
23262.809, 26.989, -35.866
23263.172, 26.989, -37.749
23263.539, 26.988, -39.653
23263.906, 26.987, -41.559
23264.273, 26.986, -43.455
23264.637, 26.985, -45.337
23265.004, 26.984, -47.241
23265.371, 26.984, -49.145
23265.738, 26.983, -51.040
23266.102, 26.982, -52.921
23266.469, 26.981, -54.822
23266.836, 26.980, -56.725
23267.203, 26.979, -58.619
23267.566, 26.979, -60.498
23267.934, 26.978, -62.399
23268.301, 26.977, -64.301
23268.668, 26.976, -66.194
23269.031, 26.975, -68.072
23269.398, 26.975, -69.973
23269.766, 26.974, -71.872
23270.133, 26.973, -73.765
23270.496, 26.972, -75.642
23270.863, 26.971, -77.540
23271.230, 26.970, -79.438
23271.598, 26.970, -81.329
23271.961, 26.969, -83.205
23272.328, 26.968, -85.104
23272.695, 26.967, -87.000
23273.062, 26.966, -88.890
23273.426, 26.965, -90.764
23273.793, 26.965, -92.661
23274.160, 26.964, -94.557
23274.527, 26.963, -96.444
23274.891, 26.962, -98.317
23275.258, 26.961, -100.212
23275.625, 26.961, -102.107
23275.992, 26.960, -103.995
23276.355, 26.959, -105.867
